ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
5480,2903216100ALG,,16FEB2115FEB22,,,73H,73H,1000,1030,ORN,ORN,F16Y132             ,F16Y132             
5481,2903216107ORN,,16FEB2115FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
5482,2903216176ALG,16FEB2115FEB22,,,16FEB2115FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
5483,2903216177AAE,16FEB2115FEB22,16FEB2115FEB22,,16FEB2115FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
5484,3003216027CZL,,16FEB2115FEB22,,,73H,73H,0720,0735,ALG,ALG,F16Y132             ,F16Y132             
5485,3003216050ALG,16FEB2115FEB22,,,16FEB2115FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
5486,3003216051BJA,16FEB2115FEB22,16FEB2115FEB22,,16FEB2115FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
5487,3003216106ALG,,16FEB2115FEB22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
5488,3003216107ORN,,16FEB2115FEB22,,,73H,73H,0700,0720,ALG,ALG,F16Y132             ,F16Y132             
5489,3003216252ALG,16FEB2115FEB22,16FEB2115FEB22,,16FEB2115FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
5490,3003216253ELU,16FEB2115FEB22,16FEB2115FEB22,,16FEB2115FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
5491,3103216103ORN,,16FEB2115FEB22,,,AT7,AT7,1600,1615,ALG,ALG,Y66                 ,Y66                 
5492,3103216107ORN,,16FEB2115FEB22,,,73H,73H,0700,0745,ALG,ALG,F16Y132             ,F16Y132             
5493,3103216126ORN,,16FEB2115FEB22,,,AT7,AT7,0620,0600,EBH,EBH,Y66                 ,Y66                 
5494,3103216127EBH,,16FEB2115FEB22,,,AT7,AT7,0810,0750,ORN,ORN,Y66                 ,Y66                 
5495,3103216176ALG,16FEB2115FEB22,,,16FEB2115FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
5496,3103216177AAE,16FEB2115FEB22,16FEB2115FEB22,,16FEB2115FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
5497,3103216378ORN,,16FEB2115FEB22,,,AT7,AT7,1005,0945,TMX,TMX,Y66                 ,Y66                 
5498,0104216027CZL,,16MAR2115MAR22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5499,0104216107ORN,,16MAR2115MAR22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5500,0905216156ALG,,16MAR2115MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
5501,0905216157TMX,,16MAR2115MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
5502,1204216027CZL,,16MAR2115MAR22,,,73H,73H,0730,0735,ALG,ALG,F16Y132             ,F16Y132             
5503,1603216027CZL,,16MAR2115MAR22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
5504,1603216050ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,AT7,1000,1000,BJA,BJA,F16Y85              ,Y66                 
5505,1603216051BJA,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1130,1135,ALG,ALG,F16Y85              ,Y66                 
5506,1603216106ALG,,16MAR2115MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5507,1603216107ORN,,16MAR2115MAR22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
5508,1603216184ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1345,1345,ORN,ORN,F16Y85              ,F16Y132             
5509,1603216185ORN,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1600,1600,ALG,ALG,F16Y85              ,F16Y132             
5510,1603216252ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,73H,0910,0930,ELU,ELU,Y66                 ,F16Y132             
5511,1603216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,73H,1125,1120,ALG,ALG,Y66                 ,F16Y132             
5512,1703216040ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1000,1000,BSK,BSK,F16Y85              ,F16Y132             
5513,1703216041BSK,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1150,1150,ALG,ALG,F16Y85              ,F16Y132             
5514,1703216103ORN,,16MAR2115MAR22,,,AT7,AT7,1615,1600,ALG,ALG,Y66                 ,Y66                 
5515,1703216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5516,1703216126ORN,,16MAR2115MAR22,,,AT7,AT7,0600,0620,EBH,EBH,Y66                 ,Y66                 
5517,1703216127EBH,,16MAR2115MAR22,,,AT7,AT7,0750,0810,ORN,ORN,Y66                 ,Y66                 
5518,1703216252ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,73H,0710,0710,ELU,ELU,Y66                 ,F16Y132             
5519,1703216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,73H,0925,0900,ALG,ALG,Y66                 ,F16Y132             
5520,1703216378ORN,,16MAR2115MAR22,,,AT7,AT7,0945,1005,TMX,TMX,Y66                 ,Y66                 
5521,1803216027CZL,,16MAR2115MAR22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5522,1803216040ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,0945,0945,BSK,BSK,F16Y85              ,F16Y132             
5523,1803216041BSK,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1135,1135,ALG,ALG,F16Y85              ,F16Y132             
5524,1803216106ALG,,16MAR2115MAR22,,,73H,73H,1800,1830,ORN,ORN,F16Y132             ,F16Y132             
5525,1803216107ORN,,16MAR2115MAR22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5526,1803216132ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1000,1000,CBH,CBH,Y66                 ,F16Y85              
5527,1803216133CBH,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1305,1230,ALG,ALG,Y66                 ,F16Y85              
5528,1803216312ALG,16MAR2115MAR22,,,16MAR2115MAR22,73H,736,0700,0700,DJG,DJG,F16Y132             ,F16Y85              
5529,1803216313DJG,16MAR2115MAR22,,,16MAR2115MAR22,73H,736,1015,1015,OGX,OGX,F16Y132             ,F16Y85              
5530,1803216313OGX,16MAR2115MAR22,,,16MAR2115MAR22,73H,736,1245,1245,ALG,ALG,F16Y132             ,F16Y85              
5531,1803216486VVZ,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1100,1100,DJG,DJG,F16Y86              ,F16Y132             
5532,1803216486ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,0805,0805,VVZ,VVZ,F16Y86              ,F16Y132             
5533,1803216487DJG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1245,1245,ALG,ALG,F16Y86              ,F16Y132             
5534,1903216007AAE,,16MAR2115MAR22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5535,1903216106ALG,,16MAR2115MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5536,1903216190ALG,,16MAR2115MAR22,,,736,736,0830,0930,CZL,CZL,F16Y85              ,F16Y85              
5537,1903216191CZL,,16MAR2115MAR22,,,736,736,1020,1120,ALG,ALG,F16Y85              ,F16Y85              
5538,1903216232ALG,16MAR2115MAR22,,,,73H,332,0730,0730,TMR,TMR,F16Y86              ,F16Y86              
5539,1903216232DJG,16MAR2115MAR22,,,,73H,332,1245,1245,ALG,ALG,F16Y86              ,F16Y86              
5540,1903216232TMR,16MAR2115MAR22,,,,73H,332,1055,1055,DJG,DJG,F16Y86              ,F16Y86              
5541,1903216252ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,73H,1300,1300,ELU,ELU,Y66                 ,F16Y132             
5542,1903216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,73H,1515,1500,ALG,ALG,Y66                 ,F16Y132             
5543,2003216042ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,0950,0950,BSK,BSK,F16Y85              ,F16Y132             
5544,2003216043BSK,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1140,1140,ALG,ALG,F16Y85              ,F16Y132             
5545,2003216056ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1350,1350,GJL,GJL,Y66                 ,F16Y85              
5546,2003216057GJL,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1530,1545,ALG,ALG,Y66                 ,F16Y85              
5547,2003216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5548,2003216132ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,0900,0900,CBH,CBH,Y66                 ,F16Y85              
5549,2003216133CBH,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1205,1130,ALG,ALG,Y66                 ,F16Y85              
5550,2003216222ALG,,16MAR2115MAR22,,,AT7,AT7,1620,1610,HME,HME,Y66                 ,Y66                 
5551,2003216223HME,,16MAR2115MAR22,,,AT7,AT7,0630,0715,ALG,ALG,Y66                 ,Y66                 
5552,2003216252ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,0935,0945,ELU,ELU,Y66                 ,F16Y85              
5553,2003216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1150,1145,ALG,ALG,Y66                 ,F16Y85              
5554,2003216292DJG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1220,1220,TMR,TMR,F16Y86              ,F16Y132             
5555,2003216292ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,0905,0905,DJG,DJG,F16Y86              ,F16Y132             
5556,2003216292TMR,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1410,1410,ALG,ALG,F16Y86              ,F16Y132             
5557,2003216518ELG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,0930,1040,TMR,TMR,F16Y85              ,Y66                 
5558,2003216519TMR,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1155,1330,ELG,ELG,F16Y85              ,Y66                 
5559,2003216520ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,0715,0800,ELG,ELG,F16Y85              ,Y66                 
5560,2003216521ELG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1420,1610,ALG,ALG,F16Y85              ,Y66                 
5561,2103216006ALG,,16MAR2115MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
5562,2103216007AAE,,16MAR2115MAR22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5563,2103216027CZL,,16MAR2115MAR22,,,73H,73H,0745,0720,ALG,ALG,F16Y132             ,F16Y132             
5564,2103216107ORN,,16MAR2115MAR22,,,73H,73H,0645,0630,ALG,ALG,F16Y132             ,F16Y132             
5565,2103216156ALG,,16MAR2115MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
5566,2103216157TMX,,16MAR2115MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
5567,2103216176ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
5568,2103216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
5569,2103216194ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
5570,2103216195CZL,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
5571,2103216201GHA,,16MAR2115MAR22,,,AT7,AT7,0715,0735,ALG,ALG,Y66                 ,Y66                 
5572,2103216252ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1150,1150,ELU,ELU,Y66                 ,F16Y85              
5573,2103216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1405,1350,ALG,ALG,Y66                 ,F16Y85              
5574,2203216026ALG,,16MAR2115MAR22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
5575,2203216027CZL,,16MAR2115MAR22,,,73H,73H,0740,0720,ALG,ALG,F16Y132             ,F16Y132             
5576,2203216100ALG,,16MAR2115MAR22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
5577,2203216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5578,2203216176ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
5579,2203216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
5580,2303216027CZL,,16MAR2115MAR22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
5581,2303216050ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,AT7,1000,1000,BJA,BJA,F16Y85              ,Y66                 
5582,2303216051BJA,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1130,1135,ALG,ALG,F16Y85              ,Y66                 
5583,2303216106ALG,,16MAR2115MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5584,2303216107ORN,,16MAR2115MAR22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
5585,2303216252ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,0910,0930,ELU,ELU,Y66                 ,F16Y85              
5586,2303216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1125,1120,ALG,ALG,Y66                 ,F16Y85              
5587,2403216103ORN,,16MAR2115MAR22,,,AT7,AT7,1615,1600,ALG,ALG,Y66                 ,Y66                 
5588,2403216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5589,2403216126ORN,,16MAR2115MAR22,,,AT7,AT7,0600,0620,EBH,EBH,Y66                 ,Y66                 
5590,2403216127EBH,,16MAR2115MAR22,,,AT7,AT7,0750,0810,ORN,ORN,Y66                 ,Y66                 
5591,2403216176ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
5592,2403216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
5593,2403216378ORN,,16MAR2115MAR22,,,AT7,AT7,0945,1005,TMX,TMX,Y66                 ,Y66                 
5594,2503216027CZL,,16MAR2115MAR22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5595,2503216106ALG,,16MAR2115MAR22,,,73H,73H,1800,1830,ORN,ORN,F16Y132             ,F16Y132             
5596,2503216107ORN,,16MAR2115MAR22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5597,2603216007AAE,,16MAR2115MAR22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5598,2603216106ALG,,16MAR2115MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5599,2603216190ALG,,16MAR2115MAR22,,,736,736,0830,0930,CZL,CZL,F16Y85              ,F16Y85              
5600,2603216191CZL,,16MAR2115MAR22,,,736,736,1020,1120,ALG,ALG,F16Y85              ,F16Y85              
5601,2603216252ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1300,1300,ELU,ELU,Y66                 ,F16Y85              
5602,2603216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1515,1500,ALG,ALG,Y66                 ,F16Y85              
5603,2703216056ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1350,1350,GJL,GJL,Y66                 ,F16Y85              
5604,2703216057GJL,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1530,1545,ALG,ALG,Y66                 ,F16Y85              
5605,2703216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5606,2703216222ALG,,16MAR2115MAR22,,,AT7,AT7,1620,1610,HME,HME,Y66                 ,Y66                 
5607,2703216518ELG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,0930,1040,TMR,TMR,F16Y85              ,Y66                 
5608,2703216519TMR,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1155,1330,ELG,ELG,F16Y85              ,Y66                 
5609,2703216520ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,0715,0800,ELG,ELG,F16Y85              ,Y66                 
5610,2703216521ELG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1420,1610,ALG,ALG,F16Y85              ,Y66                 
5611,2803216006ALG,,16MAR2115MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
5612,2803216007AAE,,16MAR2115MAR22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5613,2803216027CZL,,16MAR2115MAR22,,,73H,73H,0745,0720,ALG,ALG,F16Y132             ,F16Y132             
5614,2803216107ORN,,16MAR2115MAR22,,,73H,73H,0645,0630,ALG,ALG,F16Y132             ,F16Y132             
5615,2803216156ALG,,16MAR2115MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
5616,2803216157TMX,,16MAR2115MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
5617,2803216176ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
5618,2803216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
5619,2803216194ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
5620,2803216195CZL,16MAR2115MAR22,,,16MAR2115MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
5621,2803216252ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1150,1150,ELU,ELU,Y66                 ,F16Y85              
5622,2803216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1405,1500,ALG,ALG,Y66                 ,F16Y85              
5623,2903216026ALG,,16MAR2115MAR22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
5624,2903216027CZL,,16MAR2115MAR22,,,73H,73H,0740,0720,ALG,ALG,F16Y132             ,F16Y132             
5625,2903216100ALG,,16MAR2115MAR22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
5626,2903216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5627,2903216176ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
5628,2903216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
5629,3003216027CZL,,16MAR2115MAR22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
5630,3003216050ALG,16MAR2115MAR22,,,16MAR2115MAR22,736,AT7,1000,1000,BJA,BJA,F16Y85              ,Y66                 
5631,3003216051BJA,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,736,AT7,1130,1135,ALG,ALG,F16Y85              ,Y66                 
5632,3003216106ALG,,16MAR2115MAR22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5633,3003216107ORN,,16MAR2115MAR22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
5634,3003216252ALG,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,0910,0930,ELU,ELU,Y66                 ,F16Y85              
5635,3003216253ELU,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1125,1120,ALG,ALG,Y66                 ,F16Y85              
5636,3103216103ORN,,16MAR2115MAR22,,,AT7,AT7,1615,1600,ALG,ALG,Y66                 ,Y66                 
5637,3103216107ORN,,16MAR2115MAR22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5638,3103216126ORN,,16MAR2115MAR22,,,AT7,AT7,0600,0620,EBH,EBH,Y66                 ,Y66                 
5639,3103216127EBH,,16MAR2115MAR22,,,AT7,AT7,0750,0810,ORN,ORN,Y66                 ,Y66                 
5640,3103216176ALG,16MAR2115MAR22,,,16MAR2115MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
5641,3103216177AAE,16MAR2115MAR22,16MAR2115MAR22,,16MAR2115MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
5642,3103216378ORN,,16MAR2115MAR22,,,AT7,AT7,0945,1005,TMX,TMX,Y66                 ,Y66                 
5643,0103216026ALG,,17FEB2116FEB22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
5644,0103216027CZL,,17FEB2116FEB22,,,73H,73H,0740,0720,ALG,ALG,F16Y132             ,F16Y132             
5645,0103216100ALG,,17FEB2116FEB22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
5646,0103216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5647,0104216027CZL,,17FEB2116FEB22,,,73H,73H,0720,0725,ALG,ALG,F16Y132             ,F16Y132             
5648,0104216107ORN,,17FEB2116FEB22,,,73H,73H,0645,0700,ALG,ALG,F16Y132             ,F16Y132             
5649,0203216027CZL,,17FEB2116FEB22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
5650,0203216106ALG,,17FEB2116FEB22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5651,0203216107ORN,,17FEB2116FEB22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
5652,0303216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5653,0403216027CZL,,17FEB2116FEB22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5654,0403216106ALG,,17FEB2116FEB22,,,73H,73H,1800,1830,ORN,ORN,F16Y132             ,F16Y132             
5655,0403216107ORN,,17FEB2116FEB22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5656,0503216007AAE,,17FEB2116FEB22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5657,0503216106ALG,,17FEB2116FEB22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5658,0603216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5659,0703216007AAE,,17FEB2116FEB22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5660,0703216027CZL,,17FEB2116FEB22,,,73H,73H,0745,0720,ALG,ALG,F16Y132             ,F16Y132             
5661,0703216107ORN,,17FEB2116FEB22,,,73H,73H,0645,0630,ALG,ALG,F16Y132             ,F16Y132             
5662,0803216026ALG,,17FEB2116FEB22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
5663,0803216027CZL,,17FEB2116FEB22,,,73H,73H,0740,0720,ALG,ALG,F16Y132             ,F16Y132             
5664,0803216100ALG,,17FEB2116FEB22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
5665,0803216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5666,0903216027CZL,,17FEB2116FEB22,,,73H,73H,0735,0720,ALG,ALG,F16Y132             ,F16Y132             
5667,0903216106ALG,,17FEB2116FEB22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5668,0903216107ORN,,17FEB2116FEB22,,,73H,73H,0720,0700,ALG,ALG,F16Y132             ,F16Y132             
5669,1003216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5670,1103216027CZL,,17FEB2116FEB22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5671,1103216106ALG,,17FEB2116FEB22,,,73H,73H,1800,1830,ORN,ORN,F16Y132             ,F16Y132             
5672,1103216107ORN,,17FEB2116FEB22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5673,1203216007AAE,,17FEB2116FEB22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5674,1203216106ALG,,17FEB2116FEB22,,,73H,73H,1830,1845,ORN,ORN,F16Y132             ,F16Y132             
5675,1303216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5676,1403216007AAE,,17FEB2116FEB22,,,73H,73H,0745,0715,ALG,ALG,F16Y132             ,F16Y132             
5677,1403216027CZL,,17FEB2116FEB22,,,73H,73H,0745,0720,ALG,ALG,F16Y132             ,F16Y132             
5678,1403216107ORN,,17FEB2116FEB22,,,73H,73H,0645,0630,ALG,ALG,F16Y132             ,F16Y132             
5679,1503216026ALG,,17FEB2116FEB22,,,73H,73H,1820,1815,CZL,CZL,F16Y132             ,F16Y132             
5680,1503216027CZL,,17FEB2116FEB22,,,73H,73H,0740,0720,ALG,ALG,F16Y132             ,F16Y132             
5681,1503216100ALG,,17FEB2116FEB22,,,73H,73H,1030,1000,ORN,ORN,F16Y132             ,F16Y132             
5682,1503216107ORN,,17FEB2116FEB22,,,73H,73H,0745,0700,ALG,ALG,F16Y132             ,F16Y132             
5683,1603216050ALG,17FEB2116FEB22,,,17FEB2116FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
5684,1603216051BJA,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
5685,1603216184ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1345,1345,ORN,ORN,F16Y132             ,F16Y85              
5686,1603216185ORN,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1600,1600,ALG,ALG,F16Y132             ,F16Y85              
5687,1603216252ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,73H,AT7,0930,0910,ELU,ELU,F16Y132             ,Y66                 
5688,1603216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,73H,AT7,1120,1125,ALG,ALG,F16Y132             ,Y66                 
5689,1703216040ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1000,1000,BSK,BSK,F16Y132             ,F16Y85              
