ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
5690,1703216041BSK,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1150,1150,ALG,ALG,F16Y132             ,F16Y85              
5691,1703216103ORN,,17FEB2116FEB22,,,AT7,AT7,1600,1615,ALG,ALG,Y66                 ,Y66                 
5692,1703216126ORN,,17FEB2116FEB22,,,AT7,AT7,0620,0600,EBH,EBH,Y66                 ,Y66                 
5693,1703216127EBH,,17FEB2116FEB22,,,AT7,AT7,0810,0750,ORN,ORN,Y66                 ,Y66                 
5694,1703216252ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,AT7,0710,0710,ELU,ELU,F16Y132             ,Y66                 
5695,1703216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,73H,AT7,0900,0925,ALG,ALG,F16Y132             ,Y66                 
5696,1703216378ORN,,17FEB2116FEB22,,,AT7,AT7,1005,0945,TMX,TMX,Y66                 ,Y66                 
5697,1803216040ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,0945,0945,BSK,BSK,F16Y132             ,F16Y85              
5698,1803216041BSK,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1135,1135,ALG,ALG,F16Y132             ,F16Y85              
5699,1803216132ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1000,1000,CBH,CBH,F16Y85              ,Y66                 
5700,1803216133CBH,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1230,1305,ALG,ALG,F16Y85              ,Y66                 
5701,1803216312ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,73H,0700,0700,DJG,DJG,F16Y85              ,F16Y132             
5702,1803216313DJG,17FEB2116FEB22,,,17FEB2116FEB22,736,73H,1015,1015,OGX,OGX,F16Y85              ,F16Y132             
5703,1803216313OGX,17FEB2116FEB22,,,17FEB2116FEB22,736,73H,1245,1245,ALG,ALG,F16Y85              ,F16Y132             
5704,1803216486VVZ,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1100,1100,DJG,DJG,F16Y132             ,F16Y86              
5705,1803216486ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,0805,0805,VVZ,VVZ,F16Y132             ,F16Y86              
5706,1803216487DJG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1245,1245,ALG,ALG,F16Y132             ,F16Y86              
5707,1903216190ALG,,17FEB2116FEB22,,,736,736,0930,0830,CZL,CZL,F16Y85              ,F16Y85              
5708,1903216191CZL,,17FEB2116FEB22,,,736,736,1120,1020,ALG,ALG,F16Y85              ,F16Y85              
5709,1903216232ALG,17FEB2116FEB22,,,,332,73H,0730,0730,TMR,TMR,F16Y86              ,F16Y86              
5710,1903216232DJG,17FEB2116FEB22,,,,332,73H,1245,1245,ALG,ALG,F16Y86              ,F16Y86              
5711,1903216232TMR,17FEB2116FEB22,,,,332,73H,1055,1055,DJG,DJG,F16Y86              ,F16Y86              
5712,1903216252ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,AT7,1300,1300,ELU,ELU,F16Y132             ,Y66                 
5713,1903216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,73H,AT7,1500,1515,ALG,ALG,F16Y132             ,Y66                 
5714,2003216042ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,0950,0950,BSK,BSK,F16Y132             ,F16Y85              
5715,2003216043BSK,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1140,1140,ALG,ALG,F16Y132             ,F16Y85              
5716,2003216056ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1350,1350,GJL,GJL,F16Y85              ,Y66                 
5717,2003216057GJL,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1545,1530,ALG,ALG,F16Y85              ,Y66                 
5718,2003216132ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,0900,0900,CBH,CBH,F16Y85              ,Y66                 
5719,2003216133CBH,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1130,1205,ALG,ALG,F16Y85              ,Y66                 
5720,2003216222ALG,,17FEB2116FEB22,,,AT7,AT7,1610,1620,HME,HME,Y66                 ,Y66                 
5721,2003216223HME,,17FEB2116FEB22,,,AT7,AT7,0715,0630,ALG,ALG,Y66                 ,Y66                 
5722,2003216252ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,0945,0935,ELU,ELU,F16Y85              ,Y66                 
5723,2003216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1145,1150,ALG,ALG,F16Y85              ,Y66                 
5724,2003216292TMR,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1410,1410,ALG,ALG,F16Y132             ,F16Y86              
5725,2003216292DJG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1220,1220,TMR,TMR,F16Y132             ,F16Y86              
5726,2003216292ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,0905,0905,DJG,DJG,F16Y132             ,F16Y86              
5727,2003216518ELG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
5728,2003216519TMR,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
5729,2003216520ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
5730,2003216521ELG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
5731,2103216006ALG,,17FEB2116FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
5732,2103216156ALG,,17FEB2116FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
5733,2103216157TMX,,17FEB2116FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
5734,2103216176ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
5735,2103216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
5736,2103216194ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
5737,2103216195CZL,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
5738,2103216201GHA,,17FEB2116FEB22,,,AT7,AT7,0735,0715,ALG,ALG,Y66                 ,Y66                 
5739,2103216252ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1150,1150,ELU,ELU,F16Y85              ,Y66                 
5740,2103216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1350,1405,ALG,ALG,F16Y85              ,Y66                 
5741,2203216176ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
5742,2203216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
5743,2303216050ALG,17FEB2116FEB22,,,17FEB2116FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
5744,2303216051BJA,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
5745,2303216252ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
5746,2303216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
5747,2403216103ORN,,17FEB2116FEB22,,,AT7,AT7,1600,1615,ALG,ALG,Y66                 ,Y66                 
5748,2403216126ORN,,17FEB2116FEB22,,,AT7,AT7,0620,0600,EBH,EBH,Y66                 ,Y66                 
5749,2403216127EBH,,17FEB2116FEB22,,,AT7,AT7,0810,0750,ORN,ORN,Y66                 ,Y66                 
5750,2403216176ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
5751,2403216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
5752,2403216378ORN,,17FEB2116FEB22,,,AT7,AT7,1005,0945,TMX,TMX,Y66                 ,Y66                 
5753,2603216190ALG,,17FEB2116FEB22,,,736,736,0930,0830,CZL,CZL,F16Y85              ,F16Y85              
5754,2603216191CZL,,17FEB2116FEB22,,,736,736,1120,1020,ALG,ALG,F16Y85              ,F16Y85              
5755,2603216252ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1300,1300,ELU,ELU,F16Y85              ,Y66                 
5756,2603216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1500,1515,ALG,ALG,F16Y85              ,Y66                 
5757,2703216056ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1350,1350,GJL,GJL,F16Y85              ,Y66                 
5758,2703216057GJL,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1545,1530,ALG,ALG,F16Y85              ,Y66                 
5759,2703216222ALG,,17FEB2116FEB22,,,AT7,AT7,1610,1620,HME,HME,Y66                 ,Y66                 
5760,2703216518ELG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1040,0930,TMR,TMR,Y66                 ,F16Y85              
5761,2703216519TMR,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1330,1155,ELG,ELG,Y66                 ,F16Y85              
5762,2703216520ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,0800,0715,ELG,ELG,Y66                 ,F16Y85              
5763,2703216521ELG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1610,1420,ALG,ALG,Y66                 ,F16Y85              
5764,2803216006ALG,,17FEB2116FEB22,,,73H,73H,1815,1800,AAE,AAE,F16Y132             ,F16Y132             
5765,2803216156ALG,,17FEB2116FEB22,,,73H,73H,0915,1000,TMX,TMX,F16Y132             ,F16Y132             
5766,2803216157TMX,,17FEB2116FEB22,,,73H,73H,1145,1230,ALG,ALG,F16Y132             ,F16Y132             
5767,2803216176ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1415,1500,AAE,AAE,F16Y85              ,Y66                 
5768,2803216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1615,1705,ALG,ALG,F16Y85              ,Y66                 
5769,2803216194ALG,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1405,1405,CZL,CZL,F16Y132             ,F16Y85              
5770,2803216195CZL,17FEB2116FEB22,,,17FEB2116FEB22,73H,736,1555,1555,ALG,ALG,F16Y132             ,F16Y85              
5771,2803216252ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1150,1150,ELU,ELU,F16Y85              ,Y66                 
5772,2803216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1500,1405,ALG,ALG,F16Y85              ,Y66                 
5773,2903216176ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1325,1325,AAE,AAE,F16Y85              ,Y66                 
5774,2903216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1525,1530,ALG,ALG,F16Y85              ,Y66                 
5775,3003216050ALG,17FEB2116FEB22,,,17FEB2116FEB22,AT7,736,1000,1000,BJA,BJA,Y66                 ,F16Y85              
5776,3003216051BJA,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,AT7,736,1135,1130,ALG,ALG,Y66                 ,F16Y85              
5777,3003216252ALG,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,0930,0910,ELU,ELU,F16Y85              ,Y66                 
5778,3003216253ELU,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1120,1125,ALG,ALG,F16Y85              ,Y66                 
5779,3103216103ORN,,17FEB2116FEB22,,,AT7,AT7,1600,1615,ALG,ALG,Y66                 ,Y66                 
5780,3103216126ORN,,17FEB2116FEB22,,,AT7,AT7,0620,0600,EBH,EBH,Y66                 ,Y66                 
5781,3103216127EBH,,17FEB2116FEB22,,,AT7,AT7,0810,0750,ORN,ORN,Y66                 ,Y66                 
5782,3103216176ALG,17FEB2116FEB22,,,17FEB2116FEB22,736,AT7,1400,1400,AAE,AAE,F16Y85              ,Y66                 
5783,3103216177AAE,17FEB2116FEB22,17FEB2116FEB22,,17FEB2116FEB22,736,AT7,1600,1605,ALG,ALG,F16Y85              ,Y66                 
5784,3103216378ORN,,17FEB2116FEB22,,,AT7,AT7,1005,0945,TMX,TMX,Y66                 ,Y66                 
5785,0104216027CZL,,17MAR2116MAR22,,,73H,73H,0725,0720,ALG,ALG,F16Y132             ,F16Y132             
5786,0104216107ORN,,17MAR2116MAR22,,,73H,73H,0700,0645,ALG,ALG,F16Y132             ,F16Y132             
5787,0504216170ALG,,17MAR2116MAR22,,,AT7,AT7,0715,0700,AAE,AAE,Y66                 ,Y66                 
5788,0504216171AAE,,17MAR2116MAR22,,,AT7,AT7,0920,0905,ALG,ALG,Y66                 ,Y66                 
5789,1703216040ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1000,1000,BSK,BSK,F16Y85              ,F16Y132             
5790,1703216041BSK,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1150,1150,ALG,ALG,F16Y85              ,F16Y132             
5791,1703216103ORN,,17MAR2116MAR22,,,AT7,AT7,1615,1600,ALG,ALG,Y66                 ,Y66                 
5792,1703216126ORN,,17MAR2116MAR22,,,AT7,AT7,0600,0620,EBH,EBH,Y66                 ,Y66                 
5793,1703216127EBH,,17MAR2116MAR22,,,AT7,AT7,0750,0810,ORN,ORN,Y66                 ,Y66                 
5794,1703216252ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,73H,0710,0710,ELU,ELU,Y66                 ,F16Y132             
5795,1703216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,73H,0925,0900,ALG,ALG,Y66                 ,F16Y132             
5796,1703216378ORN,,17MAR2116MAR22,,,AT7,AT7,0945,1005,TMX,TMX,Y66                 ,Y66                 
5797,1803216040ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,0945,0945,BSK,BSK,F16Y85              ,F16Y132             
5798,1803216041BSK,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1135,1135,ALG,ALG,F16Y85              ,F16Y132             
5799,1803216132ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1000,1000,CBH,CBH,Y66                 ,F16Y85              
5800,1803216133CBH,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1305,1230,ALG,ALG,Y66                 ,F16Y85              
5801,1803216312ALG,17MAR2116MAR22,,,17MAR2116MAR22,73H,736,0700,0700,DJG,DJG,F16Y132             ,F16Y85              
5802,1803216313DJG,17MAR2116MAR22,,,17MAR2116MAR22,73H,736,1015,1015,OGX,OGX,F16Y132             ,F16Y85              
5803,1803216313OGX,17MAR2116MAR22,,,17MAR2116MAR22,73H,736,1245,1245,ALG,ALG,F16Y132             ,F16Y85              
5804,1803216486VVZ,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1100,1100,DJG,DJG,F16Y86              ,F16Y132             
5805,1803216486ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,0805,0805,VVZ,VVZ,F16Y86              ,F16Y132             
5806,1803216487DJG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1245,1245,ALG,ALG,F16Y86              ,F16Y132             
5807,1903216190ALG,,17MAR2116MAR22,,,736,736,0830,0930,CZL,CZL,F16Y85              ,F16Y85              
5808,1903216191CZL,,17MAR2116MAR22,,,736,736,1020,1120,ALG,ALG,F16Y85              ,F16Y85              
5809,1903216232ALG,17MAR2116MAR22,,,,73H,332,0730,0730,TMR,TMR,F16Y86              ,F16Y86              
5810,1903216232DJG,17MAR2116MAR22,,,,73H,332,1245,1245,ALG,ALG,F16Y86              ,F16Y86              
5811,1903216232TMR,17MAR2116MAR22,,,,73H,332,1055,1055,DJG,DJG,F16Y86              ,F16Y86              
5812,1903216252ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,73H,1300,1300,ELU,ELU,Y66                 ,F16Y132             
5813,1903216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,73H,1515,1500,ALG,ALG,Y66                 ,F16Y132             
5814,2003216042ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,0950,0950,BSK,BSK,F16Y85              ,F16Y132             
5815,2003216043BSK,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1140,1140,ALG,ALG,F16Y85              ,F16Y132             
5816,2003216056ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1350,1350,GJL,GJL,Y66                 ,F16Y85              
5817,2003216057GJL,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1530,1545,ALG,ALG,Y66                 ,F16Y85              
5818,2003216132ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,0900,0900,CBH,CBH,Y66                 ,F16Y85              
5819,2003216133CBH,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1205,1130,ALG,ALG,Y66                 ,F16Y85              
5820,2003216222ALG,,17MAR2116MAR22,,,AT7,AT7,1620,1610,HME,HME,Y66                 ,Y66                 
5821,2003216223HME,,17MAR2116MAR22,,,AT7,AT7,0630,0715,ALG,ALG,Y66                 ,Y66                 
5822,2003216252ALG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,0935,0945,ELU,ELU,Y66                 ,F16Y85              
5823,2003216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1150,1145,ALG,ALG,Y66                 ,F16Y85              
5824,2003216292ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,0905,0905,DJG,DJG,F16Y86              ,F16Y132             
5825,2003216292TMR,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1410,1410,ALG,ALG,F16Y86              ,F16Y132             
5826,2003216292DJG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1220,1220,TMR,TMR,F16Y86              ,F16Y132             
5827,2003216388ORN,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,73H,0700,0720,CBH,CBH,Y66                 ,F16Y132             
5828,2003216389CBH,17MAR2116MAR22,,,17MAR2116MAR22,AT7,73H,0940,0940,ORN,ORN,Y66                 ,F16Y132             
5829,2003216518ELG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,0930,1040,TMR,TMR,F16Y85              ,Y66                 
5830,2003216519TMR,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,1155,1330,ELG,ELG,F16Y85              ,Y66                 
5831,2003216520ALG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,0715,0800,ELG,ELG,F16Y85              ,Y66                 
5832,2003216521ELG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,1420,1610,ALG,ALG,F16Y85              ,Y66                 
5833,2103216006ALG,,17MAR2116MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
5834,2103216156ALG,,17MAR2116MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
5835,2103216157TMX,,17MAR2116MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
5836,2103216176ALG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
5837,2103216177AAE,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
5838,2103216194ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
5839,2103216195CZL,17MAR2116MAR22,,,17MAR2116MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
5840,2103216201GHA,,17MAR2116MAR22,,,AT7,AT7,0715,0735,ALG,ALG,Y66                 ,Y66                 
5841,2103216252ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1150,1150,ELU,ELU,Y66                 ,F16Y85              
5842,2103216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1405,1350,ALG,ALG,Y66                 ,F16Y85              
5843,2203216176ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
5844,2203216177AAE,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
5845,2303216050ALG,17MAR2116MAR22,,,17MAR2116MAR22,736,AT7,1000,1000,BJA,BJA,F16Y85              ,Y66                 
5846,2303216051BJA,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,1130,1135,ALG,ALG,F16Y85              ,Y66                 
5847,2303216252ALG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,0910,0930,ELU,ELU,Y66                 ,F16Y85              
5848,2303216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1125,1120,ALG,ALG,Y66                 ,F16Y85              
5849,2403216103ORN,,17MAR2116MAR22,,,AT7,AT7,1615,1600,ALG,ALG,Y66                 ,Y66                 
5850,2403216126ORN,,17MAR2116MAR22,,,AT7,AT7,0600,0620,EBH,EBH,Y66                 ,Y66                 
5851,2403216127EBH,,17MAR2116MAR22,,,AT7,AT7,0750,0810,ORN,ORN,Y66                 ,Y66                 
5852,2403216176ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
5853,2403216177AAE,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
5854,2403216378ORN,,17MAR2116MAR22,,,AT7,AT7,0945,1005,TMX,TMX,Y66                 ,Y66                 
5855,2603216190ALG,,17MAR2116MAR22,,,736,736,0830,0930,CZL,CZL,F16Y85              ,F16Y85              
5856,2603216191CZL,,17MAR2116MAR22,,,736,736,1020,1120,ALG,ALG,F16Y85              ,F16Y85              
5857,2603216252ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1300,1300,ELU,ELU,Y66                 ,F16Y85              
5858,2603216253ELU,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1515,1500,ALG,ALG,Y66                 ,F16Y85              
5859,2703216056ALG,17MAR2116MAR22,,,17MAR2116MAR22,AT7,736,1350,1350,GJL,GJL,Y66                 ,F16Y85              
5860,2703216057GJL,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,AT7,736,1530,1545,ALG,ALG,Y66                 ,F16Y85              
5861,2703216222ALG,,17MAR2116MAR22,,,AT7,AT7,1620,1610,HME,HME,Y66                 ,Y66                 
5862,2703216518ELG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,0930,1040,TMR,TMR,F16Y85              ,Y66                 
5863,2703216519TMR,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,1155,1330,ELG,ELG,F16Y85              ,Y66                 
5864,2703216520ALG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,0715,0800,ELG,ELG,F16Y85              ,Y66                 
5865,2703216521ELG,17MAR2116MAR22,17MAR2116MAR22,,17MAR2116MAR22,736,AT7,1420,1610,ALG,ALG,F16Y85              ,Y66                 
5866,2803216006ALG,,17MAR2116MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
