KEY_FLT,STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,ch_type_app,ch_std,ch_dest,ch_config
3003216070ALG,CANCELED,01MAR2128FEB22,3, ,AH,6070,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0950,0950,+,0100,LOO,1100,1100,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,11MAR2110MAR22,,
3003216071LOO,CANCELED,01MAR2128FEB22,3, ,AH,6071,01,01,J,02MAR21,25MAY21, ,2, , , , , ,LOO,1150,1150,+,0100,ALG,1255,1255,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,11MAR2110MAR22,,
3003216106ALG,CANCELED,01MAR2128FEB22,3, ,AH,6106,02,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,16MAR2115MAR22,,
3003216107ORN,CANCELED,01MAR2128FEB22,3, ,AH,6107,05,01,J,09MAR21,31MAR21,1,2,3, , ,6, ,ORN,0700,0700,+,0100,ALG,0800,0800,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,16MAR2115MAR22,,
3003216140ALG,CANCELED,01MAR2128FEB22,3, ,AH,6140,01,01,J,01MAR21,31MAY21,1,2, , , , , ,ALG,1400,1400,+,0100,AZR,1650,1650,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216141AZR,CANCELED,01MAR2128FEB22,3, ,AH,6141,02,01,J,02MAR21,01JUN21, ,2, , , , , ,AZR,1255,1255,+,0100,ALG,1535,1535,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,,,29MAR2128MAR22
3003216148ALG,CANCELED,01MAR2128FEB22,3, ,AH,6148,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0930,0930,+,0100,CBH,1100,1100,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216148CBH,CANCELED,01MAR2128FEB22,3, ,AH,6148,01,02,J,02MAR21,25MAY21, ,2, , , , , ,CBH,1200,1200,+,0100,TIN,1310,1310,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216149TIN,CANCELED,01MAR2128FEB22,3, ,AH,6149,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TIN,1410,1410,+,0100,ALG,1630,1630,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216150ALG,CANCELED,01MAR2128FEB22,3, ,AH,6150,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0930,0930,+,0100,TIN,1200,1200,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216151CBH,CANCELED,01MAR2128FEB22,3, ,AH,6151,01,02,J,02MAR21,25MAY21, ,2, , , , , ,CBH,1500,1500,+,0100,ALG,1635,1635,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216151TIN,CANCELED,01MAR2128FEB22,3, ,AH,6151,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TIN,1300,1300,+,0100,CBH,1400,1400,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216168ORN,CANCELED,01MAR2128FEB22,3, ,AH,6168,05,01,J,09MAR21,01JUN21, ,2, , , , , ,ORN,0735,0735,+,0100,CZL,0915,0915,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216169CZL,CANCELED,01MAR2128FEB22,3, ,AH,6169,05,01,J,09MAR21,01JUN21, ,2, , , , , ,CZL,1005,1005,+,0100,ORN,1200,1200,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216170ALG,CANCELED,01MAR2128FEB22,3, ,AH,6170,02,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1350,1350,+,0100,AAE,1450,1450,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216171AAE,CANCELED,01MAR2128FEB22,3, ,AH,6171,02,01,J,02MAR21,25MAY21, ,2, , , , , ,AAE,1550,1550,+,0100,ALG,1650,1650,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216176ALG,CANCELED,01MAR2128FEB22,3, ,AH,6176,02,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216177AAE,CANCELED,01MAR2128FEB22,3, ,AH,6177,02,01,J,02MAR21,25MAY21, ,2, , , , , ,AAE,0920,0920,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216180ALG,CANCELED,01MAR2128FEB22,3, ,AH,6180,02,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0925,0925,+,0100,ORN,1025,1025,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,,,29MAR2128MAR22
3003216181ORN,CANCELED,01MAR2128FEB22,3, ,AH,6181,02,01,J,02MAR21,25MAY21, ,2, , , , , ,ORN,1125,1125,+,0100,ALG,1225,1225,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,,,29MAR2128MAR22
3003216184ALG,CANCELED,01MAR2128FEB22,3, ,AH,6184,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1345,1345,+,0100,ORN,1445,1445,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216185ORN,CANCELED,01MAR2128FEB22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,,11MAR2110MAR22,,
3003216190ALG,CANCELED,01MAR2128FEB22,3, ,AH,6190,02,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0705,0705,+,0100,CZL,0815,0815,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216191CZL,CANCELED,01MAR2128FEB22,3, ,AH,6191,02,01,J,02MAR21,25MAY21, ,2, , , , , ,CZL,0905,0905,+,0100,ALG,1015,1015,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216192ALG,CANCELED,01MAR2128FEB22,3, ,AH,6192,02,01,J,02MAR21,28MAY21, ,2, , ,5, , ,ALG,1350,1350,+,0100,CZL,1440,1440,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,,,29MAR2128MAR22
3003216193CZL,CANCELED,01MAR2128FEB22,3, ,AH,6193,02,01,J,02MAR21,28MAY21, ,2, , ,5, , ,CZL,1540,1540,+,0100,ALG,1630,1630,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,,,29MAR2128MAR22
3003216201GHA,CANCELED,01MAR2128FEB22,3, ,AH,6201,05,01,J,28MAR21,03APR21,1,2, ,4,5,6,7,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,14MAR2113MAR22,,
3003216216ALG,CANCELED,01MAR2128FEB22,3, ,AH,6216,12,01,J,30MAR21,30MAR21, ,2, , , , , ,ALG,0800,0800,+,0100,OGX,0940,0940,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,11MAR2110MAR22,,,11MAR2110MAR22
3003216217OGX,CANCELED,01MAR2128FEB22,3, ,AH,6217,12,01,J,30MAR21,30MAR21, ,2, , , , , ,OGX,1550,1550,+,0100,ALG,1730,1730,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,11MAR2110MAR22,11MAR2110MAR22,,11MAR2110MAR22
3003216223HME,CANCELED,01MAR2128FEB22,3, ,AH,6223,09,01,J,27MAR21,03APR21,1,2, ,4, ,6,7,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,14MAR2113MAR22,,
3003216236ALG,CANCELED,01MAR2128FEB22,3, ,AH,6236,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0845,0845,+,0100,GHA,0945,0945,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216236GHA,CANCELED,01MAR2128FEB22,3, ,AH,6236,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,1050,1050,+,0100,TMR,1230,1230,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216237TMR,CANCELED,01MAR2128FEB22,3, ,AH,6237,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TMR,1330,1330,+,0100,ALG,1600,1600,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216244ALG,CANCELED,01MAR2128FEB22,3, ,AH,6244,04,01,J,23MAR21,30MAR21, ,2, , , , , ,ALG,0945,0945,+,0100,IAM,1225,1225,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216245IAM,CANCELED,01MAR2128FEB22,3, ,AH,6245,04,01,J,23MAR21,30MAR21, ,2, , , , , ,IAM,1315,1315,+,0100,ALG,1605,1605,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216252ALG,CANCELED,01MAR2128FEB22,3, ,AH,6252,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0910,0930,+,0100,ELU,1000,1000,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,28MAR2127MAR22,28MAR2127MAR22,,28MAR2127MAR22
3003216253ELU,CANCELED,01MAR2128FEB22,3, ,AH,6253,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ELU,1100,1120,+,0100,ALG,1200,1200,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,28MAR2127MAR22,28MAR2127MAR22,,28MAR2127MAR22
3003216284INZ,CANCELED,01MAR2128FEB22,3, ,AH,6284,01,01,J,02MAR21,25MAY21, ,2, , , , , ,INZ,1500,1500,+,0100,TMR,1635,1635,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216296ALG,CANCELED,01MAR2128FEB22,3, ,AH,6296,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1115,1115,+,0100,INZ,1410,1410,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216384ORN,CANCELED,01MAR2128FEB22,3, ,AH,6384,06,01,J,09MAR21,25MAY21, ,2, , , , , ,ORN,1105,1105,+,0100,AZR,1230,1230,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216385AZR,CANCELED,01MAR2128FEB22,3, ,AH,6385,06,01,J,09MAR21,25MAY21, ,2, , , , , ,AZR,1330,1330,+,0100,ORN,1500,1500,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216386CZL,CANCELED,01MAR2128FEB22,3, ,AH,6386,03,01,J,09MAR21,25MAY21, ,2, , , , , ,CZL,1010,1010,+,0100,AZR,1155,1155,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216387AZR,CANCELED,01MAR2128FEB22,3, ,AH,6387,03,01,J,09MAR21,25MAY21, ,2, , , , , ,AZR,1255,1255,+,0100,CZL,1435,1435,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216408ALG,CANCELED,01MAR2128FEB22,3, ,AH,6408,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1145,1145,+,0100,ELG,1335,1335,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216409ELG,CANCELED,01MAR2128FEB22,3, ,AH,6409,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ELG,1425,1425,+,0100,ALG,1625,1625,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216454AZR,CANCELED,01MAR2128FEB22,3, ,AH,6454,02,01,J,02MAR21,01JUN21, ,2, , , , , ,AZR,0700,0900,+,0100,BMW,0910,0910,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,29MAR2128MAR22,,29MAR2128MAR22
3003216455BMW,CANCELED,01MAR2128FEB22,3, ,AH,6455,02,01,J,02MAR21,01JUN21, ,2, , , , , ,BMW,1000,1100,+,0100,AZR,1205,1205,+,0100,736,       ,F16Y85              ,2021-03-30,2021-03-30,,,,2.0,29MAR2128MAR22,29MAR2128MAR22,,29MAR2128MAR22
3003216470ALG,CANCELED,01MAR2128FEB22,3, ,AH,6470,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0730,0730,+,0100,GHA,0840,0840,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,30MAR2129MAR22,,,30MAR2129MAR22
3003216470GHA,CANCELED,01MAR2128FEB22,3, ,AH,6470,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,0940,0940,+,0100,VVZ,1100,1100,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,30MAR2129MAR22,,,30MAR2129MAR22
3003216471GHA,CANCELED,01MAR2128FEB22,3, ,AH,6471,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,1420,1420,+,0100,ALG,1520,1520,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,30MAR2129MAR22,,,30MAR2129MAR22
3003216471VVZ,CANCELED,01MAR2128FEB22,3, ,AH,6471,01,01,J,02MAR21,25MAY21, ,2, , , , , ,VVZ,1200,1200,+,0100,GHA,1320,1320,+,0100,73H,       ,F16Y132             ,2021-03-30,2021-03-30,,,,2.0,30MAR2129MAR22,,,30MAR2129MAR22
3003216476ALG,CANCELED,01MAR2128FEB22,3, ,AH,6476,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1220,1220,+,0100,EBH,1330,1330,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216477EBH,CANCELED,01MAR2128FEB22,3, ,AH,6477,01,01,J,02MAR21,25MAY21, ,2, , , , , ,EBH,1420,1420,+,0100,ALG,1530,1530,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,,,,
3003216480OGX,CANCELED,01MAR2128FEB22,3, ,AH,6480,02,01,J,30MAR21,30MAR21, ,2, , , , , ,OGX,1030,1030,+,0100,AZR,1220,1220,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,11MAR2110MAR22,11MAR2110MAR22,,11MAR2110MAR22
3003216481AZR,CANCELED,01MAR2128FEB22,3, ,AH,6481,02,01,J,30MAR21,30MAR21, ,2, , , , , ,AZR,1310,1310,+,0100,OGX,1500,1500,+,0100,AT7,       ,Y66                 ,2021-03-30,2021-03-30,,,,2.0,11MAR2110MAR22,11MAR2110MAR22,,11MAR2110MAR22
3004216006ALG,CANCELED,01MAR2128FEB22,3, ,AH,6006,01,01,J,01MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1610,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,09MAR2108MAR22,,
3004216007AAE,CANCELED,01MAR2128FEB22,3, ,AH,6007,05,01,J,05APR21,01JUN21,1,2,3, ,5,6, ,AAE,0715,0910,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,09MAR2108MAR22,,
3004216026ALG,CANCELED,01MAR2128FEB22,3, ,AH,6026,01,01,J,01MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1620,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,08MAR2107MAR22,,
3004216027CZL,CANCELED,01MAR2128FEB22,3, ,AH,6027,07,01,J,02APR21,01JUN21,1,2,3,4,5,6, ,CZL,0720,0900,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,08MAR2107MAR22,,
3004216032ALG,CANCELED,01MAR2128FEB22,3, ,AH,6032,01,01,J,01MAR21,31MAY21,1, , , ,5, , ,ALG,0830,0830,+,0100,TEE,0945,0945,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216033TEE,CANCELED,01MAR2128FEB22,3, ,AH,6033,01,01,J,01MAR21,31MAY21,1, , , ,5, , ,TEE,1035,1035,+,0100,ALG,1210,1210,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216038ALG,CANCELED,01MAR2128FEB22,3, ,AH,6038,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1340,1400,+,0100,BLJ,1430,1430,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216039BLJ,CANCELED,01MAR2128FEB22,3, ,AH,6039,01,01,J,05MAR21,28MAY21, , , , ,5, , ,BLJ,1530,1605,+,0100,ALG,1620,1620,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216058ALG,CANCELED,01MAR2128FEB22,3, ,AH,6058,03,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1050,+,0100,GJL,1050,1050,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216059GJL,CANCELED,01MAR2128FEB22,3, ,AH,6059,03,01,J,05MAR21,28MAY21, , , , ,5, , ,GJL,1150,1240,+,0100,ALG,1240,1240,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216106ALG,CANCELED,01MAR2128FEB22,3, ,AH,6106,02,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1600,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,08MAR2107MAR22,,
3004216107ORN,CANCELED,01MAR2128FEB22,3, ,AH,6107,10,01,J,09APR21,28MAY21, , , , ,5, , ,ORN,0630,0850,+,0100,ALG,0730,0730,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,08MAR2107MAR22,,
3004216118ALG,CANCELED,01MAR2128FEB22,3, ,AH,6118,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0930,1100,+,0100,TLM,1030,1030,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216119TLM,CANCELED,01MAR2128FEB22,3, ,AH,6119,01,01,J,05MAR21,28MAY21, , , , ,5, , ,TLM,1130,1300,+,0100,ALG,1230,1230,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,15MAR2114MAR22,,
3004216134ALG,CANCELED,01MAR2128FEB22,3, ,AH,6134,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1000,+,0100,CBH,1130,1130,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216135CBH,CANCELED,01MAR2128FEB22,3, ,AH,6135,01,01,J,05MAR21,28MAY21, , , , ,5, , ,CBH,1230,1230,+,0100,ALG,1400,1400,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216140ALG,CANCELED,01MAR2128FEB22,3, ,AH,6140,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0830,0830,+,0100,AZR,1120,1120,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216146ALG,CANCELED,01MAR2128FEB22,3, ,AH,6146,03,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1000,+,0100,TIN,1230,1230,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216147TIN,CANCELED,01MAR2128FEB22,3, ,AH,6147,03,01,J,05MAR21,28MAY21, , , , ,5, , ,TIN,1320,1320,+,0100,ALG,1540,1540,+,0100,73H,       ,F16Y132             ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216170ALG,CANCELED,01MAR2128FEB22,3, ,AH,6170,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,AAE,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216171AAE,CANCELED,01MAR2128FEB22,3, ,AH,6171,04,01,J,05MAR21,28MAY21, , , , ,5, , ,AAE,0935,0935,+,0100,ALG,1055,1055,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216176ALG,CANCELED,01MAR2128FEB22,3, ,AH,6176,12,01,J,09APR21,28MAY21, , , , ,5, , ,ALG,1400,1400,+,0100,AAE,1515,1515,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216177AAE,CANCELED,01MAR2128FEB22,3, ,AH,6177,12,01,J,09APR21,28MAY21, , , , ,5, , ,AAE,1605,1605,+,0100,ALG,1725,1725,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216180ALG,CANCELED,01MAR2128FEB22,3, ,AH,6180,14,01,J,09APR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,ORN,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216181ORN,CANCELED,01MAR2128FEB22,3, ,AH,6181,14,01,J,09APR21,28MAY21, , , , ,5, , ,ORN,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216184ALG,CANCELED,01MAR2128FEB22,3, ,AH,6184,03,01,J,05MAR21,29MAY21, , , , ,5,6, ,ALG,1400,1400,+,0100,ORN,1500,1500,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216185ORN,CANCELED,01MAR2128FEB22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216190ALG,CANCELED,01MAR2128FEB22,3, ,AH,6190,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0830,0830,+,0100,CZL,0920,0920,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216191CZL,CANCELED,01MAR2128FEB22,3, ,AH,6191,04,01,J,05MAR21,28MAY21, , , , ,5, , ,CZL,1020,1020,+,0100,ALG,1110,1110,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216192ALG,CANCELED,01MAR2128FEB22,3, ,AH,6192,02,01,J,02MAR21,28MAY21, ,2, , ,5, , ,ALG,1350,1350,+,0100,CZL,1440,1440,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216193CZL,CANCELED,01MAR2128FEB22,3, ,AH,6193,02,01,J,02MAR21,28MAY21, ,2, , ,5, , ,CZL,1540,1540,+,0100,ALG,1630,1630,+,0100,736,       ,F16Y85              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216200ALG,CANCELED,01MAR2128FEB22,3, ,AH,6200,01,01,J,01MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216201GHA,CANCELED,01MAR2128FEB22,3, ,AH,6201,07,01,J,05APR21,01JUN21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216216ALG,CANCELED,01MAR2128FEB22,3, ,AH,6216,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1140,1140,+,0100,OGX,1320,1320,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216217OGX,CANCELED,01MAR2128FEB22,3, ,AH,6217,04,01,J,05MAR21,28MAY21, , , , ,5, , ,OGX,1410,1410,+,0100,ALG,1550,1550,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216222ALG,CANCELED,01MAR2128FEB22,3, ,AH,6222,07,01,J,02APR21,31MAY21,1, ,3, ,5, ,7,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216223HME,CANCELED,01MAR2128FEB22,3, ,AH,6223,10,01,J,02APR21,28MAY21, , , , ,5, , ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216226ALG,CANCELED,01MAR2128FEB22,3, ,AH,6226,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,ALG,1020,1020,+,0100,HME,1200,1200,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216227HME,CANCELED,01MAR2128FEB22,3, ,AH,6227,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,HME,1250,1250,+,0100,ALG,1430,1430,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216232ALG,CANCELED,01MAR2128FEB22,3, ,AH,6232,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,TMR,0955,0955,+,0100,73H,       ,F16Y86              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216232TMR,CANCELED,01MAR2128FEB22,3, ,AH,6232,01,02,J,05MAR21,28MAY21, , , , ,5, , ,TMR,1055,1055,+,0100,DJG,1145,1145,+,0100,73H,       ,F16Y86              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216232DJG,CANCELED,01MAR2128FEB22,3, ,AH,6232,01,03,J,05MAR21,28MAY21, , , , ,5, , ,DJG,1245,1245,+,0100,ALG,1500,1500,+,0100,73H,       ,F16Y86              ,2021-04-30,2021-04-30,,,,5.0,,,,
3004216244ALG,CANCELED,01MAR2128FEB22,3, ,AH,6244,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1205,1205,+,0100,IAM,1445,1445,+,0100,AT7,       ,Y66                 ,2021-04-30,2021-04-30,,,,5.0,,,,
